trial_num,prime,target,foil1,foil2,prime_target_obj_index,prime_target_subj_index,condition
1,tasks/semantic/Semantic_symbolic/Semantic_ListA/walrus.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/cougar.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/walnuts.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/stove.jpg,0.7452575,strong,E
2,tasks/semantic/Semantic_symbolic/Semantic_ListA/earring.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/scarf.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/shovel.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/flute.jpg,0.42778197,medium,D
3,tasks/semantic/Semantic_symbolic/Semantic_ListA/falcon.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/mosquito.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/kettle.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/hook.jpg,0.35063612,medium,D
4,tasks/semantic/Semantic_symbolic/Semantic_ListA/stick.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/bow.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/tissue.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/trap.jpg,0.80226904,strong,E
5,tasks/semantic/Semantic_symbolic/Semantic_ListA/truck.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/car.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/keg.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/pen.jpg,0.760769,strong,E
6,tasks/semantic/Semantic_symbolic/Semantic_ListA/bread.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/biscuit.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/dart.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/fly.jpg,0.94906795,strong,E
7,tasks/semantic/Semantic_symbolic/Semantic_ListA/jar.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/vase.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/juice.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/igloo.jpg,0.90745705,strong,E
8,tasks/semantic/Semantic_symbolic/Semantic_ListA/soup.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/salad.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/harp.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/arrow.jpg,0.7899963,strong,E
9,tasks/semantic/Semantic_symbolic/Semantic_ListA/chimpanzee.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/orangutan.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/milk.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/hammer.jpg,0.7437302,strong,E
10,tasks/semantic/Semantic_symbolic/Semantic_ListA/faucet.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/hose.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/knife.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/thermometer.jpg,0.39054054,medium,D
11,tasks/semantic/Semantic_symbolic/Semantic_ListA/armadillo.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/skunk.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/mask.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/lantern.jpg,0.7060736,strong,E
12,tasks/semantic/Semantic_symbolic/Semantic_ListA/pencil.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/paintbrush.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/brush.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/button.jpg,0.48814768,medium,D
13,tasks/semantic/Semantic_symbolic/Semantic_ListA/asparagus.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/avocado.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/bus.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/fan.jpg,0.847801,strong,E
14,tasks/semantic/Semantic_symbolic/Semantic_ListA/beetle.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/wasp.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/raincoat.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/necklace.jpg,0.7940909,strong,E
15,tasks/semantic/Semantic_symbolic/Semantic_ListA/rope.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/ladder.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/blanket.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/dynamite.jpg,0.49127808,medium,D
16,tasks/semantic/Semantic_symbolic/Semantic_ListA/eagle.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/iguana.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/cow.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/ball.jpg,0.54328805,medium,D
17,tasks/semantic/Semantic_symbolic/Semantic_ListA/zebra.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/kangaroo.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/chalk.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/ashtray.jpg,0.58587444,medium,D
18,tasks/semantic/Semantic_symbolic/Semantic_ListA/frog.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/seal.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/donkey.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/robot.jpg,0.34582463,medium,D
19,tasks/semantic/Semantic_symbolic/Semantic_ListA/goose.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/caterpillar.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/raisins.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/nutcracker.jpg,0.47478345,medium,D
20,tasks/semantic/Semantic_symbolic/Semantic_ListA/fox.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/hippopotamus.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/domino.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/cricket.jpg,0.4193175,medium,D
21,tasks/semantic/Semantic_symbolic/Semantic_ListA/buffalo.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/goat.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/lollipop.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/helmet.jpg,0.73946404,strong,E
22,tasks/semantic/Semantic_symbolic/Semantic_ListA/elephant.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/squid.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/worm.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/wagon.jpg,0.33545473,medium,D
23,tasks/semantic/Semantic_symbolic/Semantic_ListA/banjo.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/harmonica.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/pin.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/sheep.jpg,0.7498268,strong,E
24,tasks/semantic/Semantic_symbolic/Semantic_ListA/cockroach.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/grasshopper.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/gloves.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/pan.jpg,0.8089889,strong,E
25,tasks/semantic/Semantic_symbolic/Semantic_ListA/flippers.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/mittens.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/oar.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/thermostat.jpg,0.37179607,medium,D
26,tasks/semantic/Semantic_symbolic/Semantic_ListA/garlic.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/radish.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/ladle.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/pie.jpg,0.54558796,medium,D
27,tasks/semantic/Semantic_symbolic/Semantic_ListA/tent.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/nest.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/koala.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/ruler.jpg,0.34394652,medium,D
28,tasks/semantic/Semantic_symbolic/Semantic_ListA/puppy.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/kitten.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/marker.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/cauliflower.jpg,0.81910866,strong,E
29,tasks/semantic/Semantic_symbolic/Semantic_ListA/cat.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/tiger.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/plane.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/boot.jpg,0.8973502,strong,E
30,tasks/semantic/Semantic_symbolic/Semantic_ListA/porcupine.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/penguin.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/match.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/rattle.jpg,0.54479766,medium,D
31,tasks/semantic/Semantic_symbolic/Semantic_ListA/ant.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/spider.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/sponge.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/mop.jpg,0.72511834,strong,E
32,tasks/semantic/Semantic_symbolic/Semantic_ListA/rug.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/broom.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/mirror.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/beaver.jpg,0.38502163,medium,D
33,tasks/semantic/Semantic_symbolic/Semantic_ListA/giraffe.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/centipede.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/kiwi.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/skate.jpg,0.36831602,medium,D
34,tasks/semantic/Semantic_symbolic/Semantic_ListA/sweater.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/shirt.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/straw.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/parachute.jpg,0.848733,strong,E
35,tasks/semantic/Semantic_symbolic/Semantic_ListA/pony.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/hyena.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/taxi.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/moth.jpg,0.3638032,medium,D
36,tasks/semantic/Semantic_symbolic/Semantic_ListA/television.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/radio.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/teapot.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/tray.jpg,0.718086,strong,E
37,tasks/semantic/Semantic_symbolic/Semantic_ListA/van.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/sled.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/gun.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/door.jpg,0.3880078,medium,D
38,tasks/semantic/Semantic_symbolic/Semantic_ListA/apron.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/pants.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/rock.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/window.jpg,0.70655453,strong,E
39,tasks/semantic/Semantic_symbolic/Semantic_ListA/apple.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/peach.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/computer.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/sloth.jpg,0.80211127,strong,E
40,tasks/semantic/Semantic_symbolic/Semantic_ListA/bison.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/reindeer.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/football.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/rice.jpg,0.71097535,strong,E
41,tasks/semantic/Semantic_symbolic/Semantic_ListA/boat.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/kayak.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/pelican.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/crayon.jpg,0.8691903,strong,E
42,tasks/semantic/Semantic_symbolic/Semantic_ListA/toaster.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/refrigerator.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/soap.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/calculator.jpg,0.4885705,medium,D
43,tasks/semantic/Semantic_symbolic/Semantic_ListA/raspberry.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/mango.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/notebook.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/butterfly.jpg,0.76612973,strong,E
44,tasks/semantic/Semantic_symbolic/Semantic_ListA/egg.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/oyster.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/needle.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/balloon.jpg,0.39262682,medium,D
45,tasks/semantic/Semantic_symbolic/Semantic_ListA/potato.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/mushroom.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/crow.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/bear.jpg,0.67373794,strong,E
46,tasks/semantic/Semantic_symbolic/Semantic_ListA/blueberries.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/grapes.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/ostrich.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/bee.jpg,0.7884075,strong,E
47,tasks/semantic/Semantic_symbolic/Semantic_ListA/strainer.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/spatula.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/bush.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/book.jpg,0.5732421,medium,D
48,tasks/semantic/Semantic_symbolic/Semantic_ListA/mug.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/goblet.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/wok.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/pebbles.jpg,0.5976379,medium,D
49,tasks/semantic/Semantic_symbolic/Semantic_ListA/antelope.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/leopard.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/clock.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/outlet.jpg,0.7123303,strong,E
50,tasks/semantic/Semantic_symbolic/Semantic_ListA/rat.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/mouse.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/bell.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/dress.jpg,0.7246847,strong,E
51,tasks/semantic/Semantic_symbolic/Semantic_ListA/eggplant.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/croissant.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/scorpion.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/bowl.jpg,0.5348037,medium,D
52,tasks/semantic/Semantic_symbolic/Semantic_ListA/dolphin.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/chick.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/orchid.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/dinghy.jpg,0.44643596,medium,D
53,tasks/semantic/Semantic_symbolic/Semantic_ListA/watermelon.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/lettuce.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/icicles.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/leaf.jpg,0.81943804,strong,E
54,tasks/semantic/Semantic_symbolic/Semantic_ListA/rooster.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/hamster.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/nuts.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/crown.jpg,0.35526872,medium,D
55,tasks/semantic/Semantic_symbolic/Semantic_ListA/fries.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/pretzel.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/pear.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/blender.jpg,0.48439157,medium,D
56,tasks/semantic/Semantic_symbolic/Semantic_ListA/gorilla.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/wolf.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/shrimp.jpg,tasks/semantic/Semantic_symbolic/Semantic_ListA/machete.jpg,0.59353596,medium,D
